fips,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141
36115,Snow Storms or Ice Storms,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,,Wildfire,,,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,Tropical Storm,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,Washington
17089,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Extreme Heat,,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,,Flooding,,Cold Weather/Wind Chill or Freezing,,,"Wind, Hail, or Lightning",,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,Kane
20087,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Extreme Heat,,"Wind, Hail, or Lightning",,Drought,,,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,Extreme Heat,,,,,,,Flooding,Flooding,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Extreme Heat,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,Drought,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Flooding,Flooding,JEFFERSON
48079,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,,,,,,,,,,,,,Wildfire,Drought,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,,,,,,,Wildfire,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,,,,,Drought,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Cochran
48075,,,Drought,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,Drought,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,Wildfire,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,,Wildfire,,,,,,Drought,,,,,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Flooding,Childress
48077,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Drought,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Drought,,,,,,,,,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,Drought,,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",CLAY
48071,,,Drought,,,,,,,,,Drought,,,Flooding,,,,,,,Drought,,,Tropical Storm,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,,,,,,,,,,,,,,Other,Extreme Heat,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Chambers
48073,,,Drought,,,,,,,,,Drought,,,,,,,Tornado or Funnel Cloud,,,Extreme Heat,,,Flooding,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,Tornado or Funnel Cloud,,,Wildfire,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,Drought,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,,Tornado or Funnel Cloud,,Cherokee
24025,Flooding,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,Flooding,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,HARFORD
26005,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,ALLEGAN
24027,Flooding,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Flooding,,,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,Flooding,,,Flooding,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,HOWARD
24021,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,Extreme Heat,,,,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,,,,,Flooding,,,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,FREDERICK
20059,,,,,,,,,,,,,,,,,,,Flooding,,,Extreme Heat,,"Wind, Hail, or Lightning",,Drought,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,Extreme Heat,"Wind, Hail, or Lightning",,,,,,,Extreme Heat,,,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,"Wind, Hail, or Lightning",,,Snow Storms or Ice Storms,Extreme Heat,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,Flooding,,,,,,,,,,,Flooding,,Franklin
24023,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,Flooding,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,Flooding,Flooding,,,,,,,,,,,Flooding,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Garrett
20055,,,Drought,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,Tornado or Funnel Cloud,Finney
20057,,,Drought,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,Ford
24029,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,"Wind, Hail, or Lightning",,,,,Drought,,,,,,,,,,Tropical Storm,"Wind, Hail, or Lightning",,,,Flooding,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Drought,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,Flooding,,,Snow Storms or Ice Storms,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,Kent
20051,,,Drought,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,,,,,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",Ellis
20053,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,Tornado or Funnel Cloud,Tornado or Funnel Cloud,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Snow Storms or Ice Storms,Drought,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,Drought,,,Tornado or Funnel Cloud,,"Wind, Hail, or Lightning",,,,,,Drought,,,,,"Wind, Hail, or Lightning",,,,Drought,,,,,"Wind, Hail, or Lightning",,,,,,,,Flooding,,,,,,,,,,,,"Wind, Hail, or Lightning",ELLSWORTH
01087,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,Tornado or Funnel Cloud,,,Tropical Storm,Tropical Storm,,,,Drought,,,,,,,,Drought,,Drought,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Cold Weather/Wind Chill or Freezing,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,MACON
01085,,,,,,,,Flooding,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,"Wind, Hail, or Lightning",,,Tropical Storm,Tropical Storm,,,,Drought,,,,,,,,Drought,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,,,,,,,,,LOWNDES
40141,,,Extreme Heat,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,Drought,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",Flooding,,,,,,,,,,,"Wind, Hail, or Lightning",,Tillman
01081,,,,,,,,Flooding,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,Tropical Storm,Tropical Storm,,,,Drought,,"Wind, Hail, or Lightning",,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Cold Weather/Wind Chill or Freezing,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,LEE
26001,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,Cold Weather/Wind Chill or Freezing,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,,,,,,,,ALCONA
40149,,,,,,,,,,,,,,,,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Drought,,,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,,Drought,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,Tornado or Funnel Cloud,,,Snow Storms or Ice Storms,Drought,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,Drought,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,,,Drought,,,,,,,,,,,"Wind, Hail, or Lightning",,Flooding,,,,,,,,,,,,,Washita
01089,Snow Storms or Ice Storms,,,,,,,Flooding,,,,,,,,,,,,Drought,,Drought,,,,Extreme Heat,,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,Tropical Storm,Tropical Storm,,,,,"Wind, Hail, or Lightning",Tornado or Funnel Cloud,,,,Cold Weather/Wind Chill or Freezing,,Drought,,Drought,,,,,,,,,,,,,"Wind, Hail, or Lightning","Wind, Hail, or Lightning",,Flooding,,,Flooding,,,,,,,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Cold Weather/Wind Chill or Freezing,,Tornado or Funnel Cloud,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,Madison
30027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fergus
17087,,,,,,,Flooding,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,Drought,,,,,Flooding,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,Tornado or Funnel Cloud,,,,,,,Drought,,,,,,,,"Wind, Hail, or Lightning",,,Extreme Heat,,,,,,,,,,Snow Storms or Ice Storms,Tornado or Funnel Cloud,,,,,,,Snow Storms or Ice Storms,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,JOHNSON
18181,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,Tornado or Funnel Cloud,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Tornado or Funnel Cloud,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,White
18183,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,Whitley
54027,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,,,,,,,,,,,,,Flooding,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hampshire
54025,Flooding,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,GREENBRIER
54023,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,Flooding,,,Flooding,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRANT
54021,Snow Storms or Ice Storms,,,,,,Flooding,,,,,,,,,,,,,Drought,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Gilmer
55037,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,Drought,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Florence
54029,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,Snow Storms or Ice Storms,,Drought,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,Flooding,,,,"Wind, Hail, or Lightning",,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,Hancock
41059,,,,,,,,,,,,,,,,,,,,,,,,,,Extreme Heat,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,Wildfire,,,,,,,,,,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,Umatilla
30015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CHOUTEAU
30017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Custer
30011,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,Wildfire,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CARTER
30013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wildfire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cascade
34041,Snow Storms or Ice Storms,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,,Drought,Flooding,,,,,Drought,,,,,,,,Flooding,,"Wind, Hail, or Lightning",,,,Flooding,Flooding,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,Snow Storms or Ice Storms,,,,,,,,,,,,,,Tropical Storm,,,,,,,,,,"Wind, Hail, or Lightning",,"Wind, Hail, or Lightning",,,,,,,,,,,Snow Storms or Ice Storms,,Flooding,,,,,,Snow Storms or Ice Storms,,,,,,"Wind, Hail, or Lightning",,,"Wind, Hail, or Lightning",,,,,,,,Warren
31017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,Tornado or Funnel Cloud,,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,BROWN
35061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Snow Storms or Ice Storms,Drought,,,,,,,,,Wildfire,,,,,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valencia
31015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,"Wind, Hail, or Lightning",,,,,"Wind, Hail, or Lightning",,,Drought,,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BOYD
30019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought,,,,,,,,,,Drought,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Flooding,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Daniels
31013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,BOX BUTTE
31011,,,,,,,,,,,,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,"Wind, Hail, or Lightning",,,,,Flooding,,,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,Flooding,,,Flooding,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,Cold Weather/Wind Chill or Freezing,,,,,,,,Flooding,,,,,"Wind, Hail, or Lightning",,,Drought,,,"Wind, Hail, or Lightning",,,,,,,,Drought,,"Wind, Hail, or Lightning",,,,,,,,,,,,"Wind, Hail, or Lightning",,,,,,,,,,,,,,,,,,,,,Boone
